Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS
BUENOS AIRES,Trenque Lauquen,30 de Agosto,0,184,0,1396,2376,0,0,0
BUENOS AIRES,Trenque Lauquen,OTROS,0,0,0,0,0,4,0,0
BUENOS AIRES,Trenque Lauquen,Trenque Lauquen,2369,0,61,13719,0,1,0,1241
BUENOS AIRES,Trenque Lauquen,Girodias,47,0,0,0,0,0,0,2
BUENOS AIRES,Trenque Lauquen,La Carreta,0,0,0,0,0,0,0,2
BUENOS AIRES,Trenque Lauquen,Trongé,0,0,0,0,0,0,0,2
BUENOS AIRES,Trenque Lauquen,Berutti,0,0,0,282,0,0,0,0
BUENOS AIRES,Tres Arroyos,Claromecó,228,0,0,786,0,0,0,1167
BUENOS AIRES,Tres Arroyos,Copetonas,0,0,0,1,0,0,0,89
BUENOS AIRES,Tres Arroyos,Lin Calel,0,0,0,0,0,0,0,11
BUENOS AIRES,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),0,0,0,1,0,0,0,176
BUENOS AIRES,Tres Arroyos,Orense,0,0,1,246,407,0,0,146
BUENOS AIRES,Tres Arroyos,Reta,0,0,0,0,0,0,0,224
BUENOS AIRES,Tres Arroyos,San Francisco de Bellocq,0,0,0,0,0,0,0,158
BUENOS AIRES,Tres Arroyos,San Mayol,0,0,0,0,0,0,0,18
BUENOS AIRES,Tres Arroyos,Tres Arroyos,1077,13986,57,1663,54,1,0,1341
BUENOS AIRES,Tres De Febrero,11 De Septiembre,3,1283,0,4,28,0,0,0
BUENOS AIRES,Tres De Febrero,Caseros,141,24934,2,9334,370,1,0,2
BUENOS AIRES,Tres De Febrero,Churruca,1,955,0,1630,30,0,0,0
BUENOS AIRES,Tres De Febrero,Ciudad Jardín Lomas del Palomar,26,5611,0,951,61,0,0,0
BUENOS AIRES,Tres De Febrero,Ciudadela,123,11863,66,15867,250,3,0,4
BUENOS AIRES,Tres De Febrero,El Libertador,3,3041,0,1,89,0,0,0
BUENOS AIRES,Tres De Febrero,Jose Ingenieros,3,2025,0,579,25,0,0,5
BUENOS AIRES,Tres De Febrero,Loma Hermosa,37,6042,0,61,116,0,0,0
BUENOS AIRES,Tres De Febrero,Martín Coronado,8,5310,1,2821,88,0,0,0
BUENOS AIRES,Tres De Febrero,Pablo Podestá,66,3647,0,9,71,0,0,438
BUENOS AIRES,Tres De Febrero,Remedios De Escalada,2,3135,0,9161,101,0,0,0
BUENOS AIRES,Tres De Febrero,Saenz Peña,15,5684,0,947,66,1,0,1
BUENOS AIRES,Tres De Febrero,Santos Lugares,27,6847,0,1387,105,0,0,1
BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),8,7691,0,6491,105,0,0,0
BUENOS AIRES,Tres De Febrero,Villa Raffo,5,2072,0,737,29,0,0,0
BUENOS AIRES,Tres Lomas,Tres Lomas,62,814,1,409,319,0,0,179
BUENOS AIRES,Vicente López,Carapachay,24,4964,1,2959,35,0,0,0
BUENOS AIRES,Vicente López,Florida,58,12315,2,9823,108,0,0,2
BUENOS AIRES,Vicente López,Florida Oeste,35,5545,0,3622,51,1,0,245
BUENOS AIRES,Vicente López,La Lucila,7,3522,1,2110,28,0,0,0
BUENOS AIRES,Vicente López,Munro,28,8576,8,7229,128,1,0,1
BUENOS AIRES,Vicente López,Olivos,100,20116,4,15104,210,1,0,0
BUENOS AIRES,Vicente López,Vicente López,17,8689,3,5111,66,0,0,1
BUENOS AIRES,Vicente López,Villa Adelina,0,546,0,1346,10,0,0,0
BUENOS AIRES,Vicente López,Villa Martelli,50,5500,1,5701,46,0,0,375
BUENOS AIRES,Villa Gesell,Villa Gesell,4797,0,0,6790,14,0,0,0
BUENOS AIRES,Villarino,Juan Cousté  (Est. Algarrobo),0,0,1,0,0,0,0,82
BUENOS AIRES,Villarino,Mayor Buratovich,0,0,0,630,0,0,0,0
BUENOS AIRES,Villarino,Médanos,461,551,1,0,0,0,0,103
BUENOS AIRES,Villarino,Pedro Luro,379,582,0,1666,1,0,0,550
BUENOS AIRES,Villarino,Argerich,0,0,0,0,0,0,0,31
BUENOS AIRES,Villarino,Teniente Origone,0,0,0,0,0,0,0,16
BUENOS AIRES,Villarino,Country Los Medanos,0,0,0,0,0,0,0,267
BUENOS AIRES,Zárate,Lima,1,0,0,1,0,0,0,903
BUENOS AIRES,Zárate,Zárate,671,27148,0,1242,1219,5,0,1451
BUENOS AIRES,Zárate,Escalada,0,0,0,0,0,0,0,75
BUENOS AIRES,AMBA,OTROS,0,0,0,0,0,0,0,13
CABA,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,70108,1177475,2050,203756,46762,67,0,4493
CATAMARCA,Ambato,El Bolsón,0,0,0,0,0,1,0,0
CATAMARCA,Ambato,El Rodeo,0,0,0,0,0,1,0,152
CATAMARCA,Ambato,La Puerta,0,0,0,0,0,5,0,0
CATAMARCA,Ambato,Las Chacritas,0,0,0,0,0,1,0,0
CATAMARCA,Ambato,Los Varela,0,0,0,0,0,1,0,0
CATAMARCA,Ambato,Los Talas,0,0,0,0,0,0,0,66
CATAMARCA,Ancasti,Ancasti,0,0,0,0,0,1,0,0
CATAMARCA,Andalgalá,Andalgalá,633,0,0,144,1,2,0,203
CATAMARCA,Andalgalá,Chaquiago,0,0,0,9,0,1,0,14
CATAMARCA,Andalgalá,El Potrero,0,0,0,13,0,0,0,0
CATAMARCA,Andalgalá,Aconquija,0,0,0,0,0,1,0,0
CATAMARCA,Andalgalá,El Alamito,0,0,0,0,0,0,0,20
CATAMARCA,Andalgalá,La Aguada,0,0,0,11,0,0,0,5
CATAMARCA,Andalgalá,La Mesada,0,0,0,1,0,0,0,0
CATAMARCA,Antofagasta de la Sierra,Antofagasta de la Sierra,0,0,0,0,0,4,0,0
CATAMARCA,Belén,Belén,0,0,0,0,0,5,0,30
CATAMARCA,Belén,Hualfín,0,0,0,0,0,1,0,0
CATAMARCA,Belén,Londres,0,0,0,0,0,1,0,20
CATAMARCA,Belén,El Durazno,0,0,0,0,0,1,0,0
CATAMARCA,Belén,Las Juntas,0,0,0,0,0,0,0,5
CATAMARCA,Capayán,Capayán,0,0,0,0,0,1,0,0
CATAMARCA,Capayán,Chumbicha,92,0,0,5,0,1,0,474
CATAMARCA,Capayán,Colonia del Valle,0,0,0,0,0,1,0,0
CATAMARCA,Capayán,Colonia Nueva Coneta,0,0,0,10,0,1,0,9
CATAMARCA,Capayán,Coneta,0,0,0,10,0,1,0,0
CATAMARCA,Capayán,Huillapima,0,0,0,5,0,1,0,9
CATAMARCA,Capayán,Miraflores,0,0,0,7,0,2,0,10
CATAMARCA,Capayán,San Martín,0,0,0,0,0,7,0,0
CATAMARCA,Capayán,Los Angeles,0,0,0,0,0,0,0,5
CATAMARCA,Capital,El Pantanillo,4,0,0,35,0,2,0,0
CATAMARCA,Capital,San Fernando del Valle de Catamarca,3265,10986,1,47463,0,1,0,14
CATAMARCA,El Alto,El Alto,0,0,0,0,0,1,0,28
CATAMARCA,El Alto,Tapso,0,0,0,0,0,1,0,0
CATAMARCA,La Paz,Icaño,0,0,0,0,0,1,0,0
CATAMARCA,La Paz,Recreo,52,39,0,1879,0,1,0,5
CATAMARCA,La Paz,San Antonio,0,0,0,0,0,0,0,26
CATAMARCA,La Paz,Quirós,0,0,0,0,0,0,0,27
CATAMARCA,Paclín,La Merced,62,0,0,0,0,4,0,5
CATAMARCA,Paclín,La Viña,0,0,0,0,0,0,0,10
CATAMARCA,Paclín,Las Lajas,0,0,0,0,0,1,0,0
CATAMARCA,Paclín,San Antonio,0,0,0,0,0,1,0,7
CATAMARCA,Pomán,Mutquin,0,0,0,0,0,1,0,0
CATAMARCA,Pomán,Pomán,0,0,0,0,0,2,0,0
CATAMARCA,Pomán,San Miguel,0,0,0,0,0,0,0,7
CATAMARCA,Pomán,Saujil,0,0,0,0,0,1,0,169
CATAMARCA,Pomán,Siján,0,0,0,0,0,1,0,0
CATAMARCA,Pomán,Colpes,0,0,0,0,0,0,0,16
CATAMARCA,Santa María,La Loma,75,0,0,73,0,1,0,0
CATAMARCA,Santa María,San José,126,0,0,138,0,1,0,0
CATAMARCA,Santa María,Santa María,925,0,0,823,0,1,0,5
CATAMARCA,Santa María,Chañar Punco,34,0,0,137,0,0,0,0
CATAMARCA,Santa María,Famatanca,45,0,0,0,0,0,0,0
CATAMARCA,Santa María,Las Mojarras,47,0,0,107,0,0,0,0
CATAMARCA,Santa María,Loro Huasi,107,0,0,95,0,0,0,0
CATAMARCA,Santa Rosa,Alijilán,0,0,0,0,0,2,0,0
CATAMARCA,Santa Rosa,Bañado de Ovanta,0,0,0,0,0,1,0,0
CATAMARCA,Santa Rosa,Lavalle,0,0,0,0,0,1,0,0
CATAMARCA,Santa Rosa,Los Altos,0,0,0,0,0,1,0,6
CATAMARCA,Tinogasta,Fiambalá,0,0,0,8,0,2,0,7
CATAMARCA,Tinogasta,Tinogasta,434,0,0,1828,0,2,0,0
CATAMARCA,Valle Viejo,El Portezuelo,0,0,0,0,0,6,0,0
CATAMARCA,Valle Viejo,San Isidro,0,0,0,2610,0,0,0,5
CATAMARCA,Valle Viejo,Santa Rosa,0,0,0,759,0,0,0,5
CATAMARCA,Valle Viejo,Villa Dolores,0,0,0,103,0,0,0,5
CATAMARCA,Valle Viejo,Sumalao,0,0,0,1,0,0,0,5
CATAMARCA,Valle Viejo,Polcos,0,0,0,213,0,0,0,0
CATAMARCA,Valle Viejo,Pozo Del Mistol,0,0,0,18,0,0,0,0
CATAMARCA,Valle Viejo,El Bañado,0,0,0,7,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,San Antonio,0,0,0,4,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,Villa Las Pirquitas,0,0,0,0,0,1,0,0
CATAMARCA,Fray Mamerto Esquiú,La Carrera,0,0,0,0,0,1,0,0
CATAMARCA,Fray Mamerto Esquiú,El Hueco,0,0,0,26,0,0,0,0
CATAMARCA,Fray Mamerto Esquiú,La Falda De San Antonio,0,0,0,0,0,0,0,5
CATAMARCA,Fray Mamerto Esquiú,La Tercena,0,0,0,0,0,0,0,5
CHACO,12 de Octubre,Gancedo,0,0,0,26,0,2,0,119
CHACO,12 de Octubre,General Pinedo,119,0,0,632,0,2,0,1
CHACO,12 de Octubre,General Capdevila,0,0,0,35,0,0,0,0
CHACO,1º de Mayo,Colonia Benítez,115,0,0,11,0,1,0,2
CHACO,1º de Mayo,Margarita Belén,221,0,0,0,0,0,0,261
CHACO,2 de Abril,Hermoso Campo,0,28,0,244,0,1,0,0
CHACO,2 de Abril,Itín,0,0,0,52,478,0,0,0
CHACO,25 de Mayo,Colonia Aborigen,0,0,0,0,0,0,0,59
CHACO,25 de Mayo,Machagai,214,432,0,45,0,0,0,226
CHACO,9 de Julio,Las Breñas,786,0,0,233,0,1,0,0
CHACO,Almirante Brown,Concepción del Bermejo,0,0,0,44,0,2,0,230
CHACO,Almirante Brown,Los Frentones,0,0,0,344,0,1,0,0
CHACO,Almirante Brown,Pampa del Infierno,0,0,0,1375,0,5,0,190
CHACO,Almirante Brown,Taco Pozo,0,0,0,416,0,3,0,0
CHACO,Bermejo,General Vedia,98,0,0,30,0,1,0,155
CHACO,Bermejo,Isla del Cerrito,0,0,0,0,0,1,0,0
CHACO,Bermejo,La Leonesa,379,0,0,0,0,0,0,228
CHACO,Bermejo,Las Palmas,0,0,0,46,0,1,0,296
CHACO,Bermejo,Puerto Bermejo Nuevo,0,0,0,14,0,0,0,78
CHACO,Bermejo,Puerto Eva Perón,0,0,0,15,0,1,0,41
CHACO,Chacabuco,Charata,988,0,0,3765,0,2,0,230
CHACO,Comandante Fernández,Presidencia Roque Sáenz Peña,1512,5,0,7851,24,2,0,116
CHACO,Fray Justo Santa María De Oro,Chorotis,0,0,0,0,25,0,0,0
CHACO,Fray Justo Santa María De Oro,OTROS,0,0,0,0,60,0,0,0
CHACO,Fray Justo Santa María De Oro,Santa Sylvina,0,32,0,0,950,1,0,0
CHACO,General Belgrano,Corzuela,76,0,0,183,0,1,0,28
CHACO,General Donovan,La Escondida,35,311,0,180,0,2,0,0
CHACO,General Donovan,La Verde,10,142,0,58,305,2,0,0
CHACO,General Donovan,Lapachito,1,90,0,45,0,0,0,0
CHACO,General Donovan,Makallé,25,502,0,0,0,1,0,0
CHACO,General Güemes,El Espinillo,0,0,0,0,0,1,0,0
CHACO,General Güemes,El Sauzal,0,0,0,0,0,1,0,62
CHACO,General Güemes,El Sauzalito,0,0,0,0,0,1,0,120
CHACO,General Güemes,Fortín Lavalle,0,0,0,0,0,0,0,36
CHACO,General Güemes,Fuerte Esperanza,0,0,0,8,0,1,0,0
CHACO,General Güemes,Juan José Castelli,385,0,0,294,0,0,0,646
CHACO,General Güemes,Miraflores,0,0,0,0,0,0,0,712
CHACO,General Güemes,Nueva Pompeya,0,0,0,1,0,4,0,308
CHACO,General Güemes,Villa Río Bermejito,3,0,0,194,0,2,0,222
CHACO,General Güemes,Wichi,0,0,0,0,0,1,0,91
CHACO,Independencia,Avia Terai,57,0,0,42,0,1,0,1
CHACO,Independencia,Campo Largo,88,0,0,482,3,0,0,0
CHACO,Libertad,Laguna Blanca,0,0,0,0,0,2,0,6
CHACO,Libertad,Puerto Tirol,395,1,0,375,0,0,0,73
CHACO,Libertad,Colonia Popular,0,0,0,0,0,0,0,5
CHACO,Libertador General San Martín,Ciervo Petiso,0,0,0,0,46,1,0,0
CHACO,Libertador General San Martín,General José de San Martín,94,315,0,5985,0,0,0,450
CHACO,Libertador General San Martín,La Eduvigis,0,0,0,0,0,1,0,0
CHACO,Libertador General San Martín,Laguna Limpia,0,0,0,0,0,0,0,81
CHACO,Libertador General San Martín,Pampa Almirón,0,0,0,26,0,0,0,27
CHACO,Libertador General San Martín,Pampa del Indio,0,0,0,25,0,2,0,515
CHACO,Libertador General San Martín,Presidencia Roca,0,0,0,358,0,2,0,119
CHACO,Maipú,Tres Isletas,232,0,0,0,0,0,0,57
CHACO,Mayor Luis J. Fontana,Coronel Du Graty,122,73,0,264,0,1,0,516
CHACO,Mayor Luis J. Fontana,Enrique Urién,0,0,0,37,0,0,0,0
CHACO,Mayor Luis J. Fontana,Villa Angela,782,5,0,5275,0,0,0,402
CHACO,O Higgins,La Clotilde,0,32,0,78,116,1,0,0
CHACO,O Higgins,La Tigra,0,0,0,0,252,1,0,0
CHACO,O Higgins,San Bernardo,147,0,0,14,38,3,0,0
CHACO,OTROS,OTROS,0,0,0,0,24,0,0,0
CHACO,Presidencia de la Plaza,Presidencia de la Plaza,119,598,0,58,0,0,0,1
CHACO,Quitilipi,Quitilipi,516,0,0,69,0,0,0,125
CHACO,Quitilipi,Villa El Palmar,0,0,0,0,0,0,0,99
CHACO,San Fernando,Barranqueras,115,3773,0,147,0,0,0,15
CHACO,San Fernando,Basail,64,67,0,0,0,1,0,57
CHACO,San Fernando,Fontana,0,0,0,179,0,0,0,147
CHACO,San Fernando,OTROS,0,0,0,0,0,3,0,0
CHACO,San Fernando,Puerto Vilelas,0,0,0,9,0,1,0,1
CHACO,San Fernando,Resistencia,3645,52523,5,34439,10002,6,0,193
CHACO,San Lorenzo,Samuhú,0,0,0,0,0,1,0,0
CHACO,San Lorenzo,Villa Berthet,0,0,0,32,0,1,0,898
CHACO,Sargento Cabral,Capitán Solari,0,0,0,81,0,0,0,30
CHACO,Sargento Cabral,Colonia Elisa,0,0,0,0,0,2,0,0
CHACO,Sargento Cabral,Colonias Unidas,0,0,0,320,0,0,0,15
CHACO,Sargento Cabral,Las Garcitas,0,0,0,0,0,1,0,114
CHACO,Tapenagá,Charadai,0,0,0,27,0,1,0,0
CHUBUT,Biedma,Arroyo Verde,0,0,0,0,0,1,0,0
CHUBUT,Biedma,Puerto Madryn,2850,25467,187,3783,5815,9,0,2756
CHUBUT,Biedma,Puerto Pirámide,0,0,0,0,0,1,0,106
CHUBUT,Biedma,Quinta El Mirador,0,0,0,0,0,0,0,22
CHUBUT,Biedma,Reserva Area Protegida El Doradillo,0,0,0,0,0,0,0,127
CHUBUT,Cushamen,Cholila,0,0,1,0,0,1,0,0
CHUBUT,Cushamen,El Hoyo,139,0,0,685,0,0,0,673
CHUBUT,Cushamen,Epuyén,1184,0,0,0,0,0,0,0
CHUBUT,Cushamen,Gualjaina,0,0,0,0,0,2,0,0
CHUBUT,Cushamen,Lago Puelo,267,0,0,180,0,0,0,720
CHUBUT,Cushamen,Leleque,0,0,0,0,0,2,0,0
CHUBUT,Escalante,Comodoro Rivadavia,11887,15539,234,9008,163,37,0,16630
CHUBUT,Escalante,Diadema Argentina,0,0,0,0,0,0,0,328
CHUBUT,Escalante,Rada Tilly,910,0,33,1206,20,0,0,418
CHUBUT,Escalante,Acceso Norte,0,0,0,0,0,47,0,49
CHUBUT,Florentino Ameghino,Camarones,0,0,0,0,0,1,0,208
CHUBUT,Florentino Ameghino,Garayalde,0,0,0,0,0,0,0,3
CHUBUT,Futaleufú,Corcovado,0,0,1,0,0,2,0,0
CHUBUT,Futaleufú,Esquel,3136,1711,38,1,1,3,0,4047
CHUBUT,Futaleufú,Los Cipreses,0,0,0,0,0,2,0,0
CHUBUT,Futaleufú,Trevelín,425,0,18,0,0,1,0,1075
CHUBUT,Futaleufú,Aldea Escolar,0,0,0,0,0,2,0,0
CHUBUT,Gaiman,28 de Julio,0,0,0,12,1,1,0,0
CHUBUT,Gaiman,Dolavon,0,0,3,55,336,1,0,0
CHUBUT,Gaiman,Gaiman,180,0,14,90,848,2,0,0
CHUBUT,Gaiman,OTROS,0,0,0,0,0,14,0,0
CHUBUT,Gastre,Blancuntre,0,0,0,0,0,1,0,0
CHUBUT,Gastre,El Escorial,0,0,0,0,0,1,0,0
CHUBUT,Gastre,Lagunita Salada,0,0,0,0,0,1,0,38
CHUBUT,Gastre,Yala Laubat,0,0,0,0,0,1,0,0
CHUBUT,Gastre,Gastre,0,0,0,0,0,0,0,147
CHUBUT,Languiñeo,Aldea Epulef,0,0,0,0,0,1,0,8
CHUBUT,Languiñeo,Carrenleufú,0,0,0,0,0,2,0,0
CHUBUT,Languiñeo,Colan Conhue,0,0,0,0,0,1,0,8
CHUBUT,Languiñeo,Paso del Sapo,0,0,0,0,0,1,0,88
CHUBUT,Languiñeo,Tecka,0,0,0,0,0,1,0,0
CHUBUT,Mártires,El Mirasol,0,0,0,0,0,1,0,0
CHUBUT,Mártires,Las Plumas,0,0,0,0,0,1,0,0
CHUBUT,Paso de Indios,Cerro Cóndor,0,1,0,0,0,1,0,0
CHUBUT,Paso de Indios,Los Altares,0,0,0,0,0,1,0,1
CHUBUT,Paso de Indios,Paso de Indios,0,0,0,0,0,1,0,0
CHUBUT,Rawson,Playa Unión,536,202,11,101,0,0,0,421
CHUBUT,Rawson,Rawson,1418,8686,41,774,300,1,0,508
CHUBUT,Rawson,Trelew,1493,23892,274,9284,1421,2,0,1289
CHUBUT,Rawson,Playa Magagna,0,1700,0,0,0,0,0,3
CHUBUT,Río Senguer,Aldea Apeleg,0,0,0,0,0,1,0,1
CHUBUT,Río Senguer,Aldea Beleiro,0,0,0,0,0,1,0,0
CHUBUT,Río Senguer,Alto Río Senguer,0,0,1,0,0,3,0,1
CHUBUT,Río Senguer,Doctor Ricardo Rojas,0,0,0,0,0,1,0,0
CHUBUT,Río Senguer,Facundo,0,0,0,0,0,1,0,41
CHUBUT,Río Senguer,Lago Blanco,0,0,0,0,0,1,0,0
CHUBUT,Río Senguer,Río Mayo,140,0,0,4,0,2,0,621
CHUBUT,Sarmiento,Buen Pasto,0,0,0,0,0,1,0,0
CHUBUT,Sarmiento,SARMIENTO,1741,1,0,1173,0,1,0,270
CHUBUT,Tehuelches,Gobernador Costa,0,0,1,0,0,0,0,0
CHUBUT,Tehuelches,José de San Martín,0,0,0,0,0,1,0,0
CHUBUT,Tehuelches,Río Pico,0,0,0,0,0,2,0,0
CHUBUT,Telsen,Gan Gan,0,0,0,0,1,1,0,156
CHUBUT,Telsen,Telsen,0,18,0,0,0,4,0,104
CORDOBA,Calamuchita,Amboy,0,0,0,0,0,0,0,174
CORDOBA,Calamuchita,Cañada del Sauce,1,0,0,0,0,0,0,0
CORDOBA,Calamuchita,Capilla Vieja,0,0,0,0,0,0,0,20
CORDOBA,Calamuchita,El Corcovado - El Torreón,52,0,0,0,0,0,0,30
CORDOBA,Calamuchita,Embalse,0,0,0,1538,0,1,0,1937
CORDOBA,Calamuchita,La Cruz,9,0,0,0,0,0,0,394
CORDOBA,Calamuchita,La Cumbrecita,0,0,0,0,0,0,0,250
CORDOBA,Calamuchita,Las Bajadas,0,0,0,0,0,0,0,27
CORDOBA,Calamuchita,Los Cóndores,423,0,0,0,0,1,0,511
CORDOBA,Calamuchita,Los Molinos,0,0,0,0,0,0,0,50
CORDOBA,Calamuchita,Los Reartes,24,0,0,547,0,1,0,622
CORDOBA,Calamuchita,San Agustín,110,0,0,0,0,0,0,1
CORDOBA,Calamuchita,San Ignacio (Loteo San Javier),0,0,0,0,0,0,0,19
CORDOBA,Calamuchita,Santa Rosa de Calamuchita,668,1805,0,279,0,0,0,3438
CORDOBA,Calamuchita,Villa Alpina,0,0,0,0,0,0,0,5
CORDOBA,Calamuchita,Villa Amancay,0,0,0,0,0,0,0,229
CORDOBA,Calamuchita,Villa Berna,32,0,0,0,0,0,0,15
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes (1a. Sección),0,0,0,0,0,0,0,253
CORDOBA,Calamuchita,Villa del Dique,555,0,0,256,128,0,0,968
CORDOBA,Calamuchita,Villa General Belgrano,0,254,0,0,1,1,0,1257
CORDOBA,Calamuchita,Villa Quillinzo,0,0,0,0,0,0,0,141
CORDOBA,Calamuchita,Villa Rumipal,0,0,0,46,0,0,0,980
CORDOBA,Calamuchita,Villa San Miguel,0,0,0,0,0,0,0,5
CORDOBA,Calamuchita,Villa Yacanto,0,0,0,0,0,0,0,135
CORDOBA,Calamuchita,Las Caleras,0,0,0,0,0,0,0,7
CORDOBA,Calamuchita,Segunda Usina,0,0,0,0,0,0,0,69
CORDOBA,Calamuchita,Río de los Sauces,0,0,0,0,0,0,0,2
CORDOBA,Calamuchita,Villa Ciudad Parque Los Reartes,0,497,0,0,0,0,0,160
CORDOBA,Calamuchita,Santa Monica,0,0,0,0,0,0,0,106
CORDOBA,Calamuchita,San Ignacio (Loteo Vélez Crespo),0,0,0,0,0,0,0,9
CORDOBA,Capital,Córdoba,28677,206084,42,281390,1218,11,0,4356
CORDOBA,Capital,OTROS,0,0,0,0,0,0,0,695
CORDOBA,Colón,Agua de Oro,370,0,0,65,0,0,0,65
CORDOBA,Colón,Ascochinga,117,0,0,1,0,0,0,0
CORDOBA,Colón,Colonia Caroya,720,578,0,6933,0,0,0,41
CORDOBA,Colón,El Manzano,125,0,0,0,0,0,0,20
CORDOBA,Colón,General Paz,152,0,0,0,0,0,0,0
CORDOBA,Colón,Jesús María,769,3926,0,7439,0,0,0,19
CORDOBA,Colón,La Calera,1055,7664,0,963,316,1,0,496
CORDOBA,Colón,La Granja,386,0,0,0,0,0,0,26
CORDOBA,Colón,Los Molles,0,0,0,0,0,2,0,0
CORDOBA,Colón,Malvinas Argentinas,347,0,0,0,0,0,0,229
CORDOBA,Colón,Mendiolaza,810,3064,0,782,2,0,0,195
CORDOBA,Colón,OTROS,0,0,0,0,0,0,0,287
CORDOBA,Colón,Pajas Blancas,0,0,0,0,0,0,0,19
CORDOBA,Colón,Río Ceballos,1057,6364,0,16,1,1,0,444
CORDOBA,Colón,Saldán,11,3904,0,29,0,0,0,270
CORDOBA,Colón,Salsipuedes,891,568,0,505,0,1,0,387
CORDOBA,Colón,Unquillo,1991,963,0,1032,0,0,0,603
CORDOBA,Colón,Villa Allende,1,7320,0,1532,5,0,0,345
CORDOBA,Colón,Villa Cerro Azul,75,0,0,0,0,0,0,20
CORDOBA,Colón,Villa El Fachinal - Parque Norte - Guiñazú Norte,594,0,0,0,0,1,0,0
CORDOBA,Colón,Villa Los Llanos - Juárez Celman,256,0,0,499,0,0,0,360
CORDOBA,Colón,Mi Granja,0,0,0,4,0,0,0,0
CORDOBA,Cruz del Eje,Alto de los Quebrachos,0,0,0,0,6,0,0,1
CORDOBA,Cruz del Eje,Bañado de Soto,0,0,0,0,0,0,0,8
CORDOBA,Cruz del Eje,Cruz de Caña,0,0,0,0,0,0,0,2
CORDOBA,Cruz del Eje,Cruz del Eje,801,1733,0,4,0,0,0,575
CORDOBA,Cruz del Eje,El Brete,0,0,0,1,0,0,0,65
CORDOBA,Cruz del Eje,Guanaco Muerto,0,0,0,0,0,0,0,17
CORDOBA,Cruz del Eje,La Banda,0,0,0,0,0,1,0,0
CORDOBA,Cruz del Eje,La Batea,0,0,0,0,0,0,0,1
CORDOBA,Cruz del Eje,La Higuera,6,0,0,0,0,0,0,2
CORDOBA,Cruz del Eje,Las Playas,0,0,0,1,0,0,0,176
CORDOBA,Cruz del Eje,Los Chañaritos,0,0,0,1,0,0,0,9
CORDOBA,Cruz del Eje,Media Naranja,0,0,0,0,0,0,0,60
CORDOBA,Cruz del Eje,Paso Viejo,63,0,0,0,0,0,0,54
CORDOBA,Cruz del Eje,San Marcos Sierra,0,16,0,585,0,0,0,180
CORDOBA,Cruz del Eje,Serrezuela,87,0,0,10,0,0,0,2
CORDOBA,Cruz del Eje,Tuclame,0,0,0,0,0,0,0,13
CORDOBA,Cruz del Eje,Villa de Soto,347,0,0,495,0,2,0,318
CORDOBA,Cruz del Eje,Canteras Quilpo,0,0,0,0,0,0,0,2
CORDOBA,General Roca,Del Campillo,608,0,0,678,0,1,0,0
CORDOBA,General Roca,Hipólito Bouchard,0,0,0,0,0,1,0,0
CORDOBA,General Roca,Huinca Renancó,572,0,0,1296,0,0,0,1097
CORDOBA,General Roca,ITALÓ,0,0,0,0,171,0,0,0
CORDOBA,General Roca,PINCÉN,0,0,0,0,9,0,0,0
CORDOBA,General Roca,Villa Huidobro,0,789,8,2,0,1,0,1099
CORDOBA,General Roca,Villa Valeria,234,0,0,567,0,1,0,130
CORDOBA,General Roca,Santa Magdalena (Est. Jovita),0,1666,0,37,0,0,0,82
CORDOBA,General Roca,Nicolás Bruzzone,0,0,0,0,0,0,0,91
CORDOBA,General San Martín,Arroyo Cabral,2,393,0,2,0,1,0,276
CORDOBA,General San Martín,Ausonia,0,0,0,1,0,0,0,1
CORDOBA,General San Martín,Chazón,0,426,0,0,0,0,0,0
CORDOBA,General San Martín,Etruria,15,1,0,0,2,1,0,0
CORDOBA,General San Martín,La Laguna,524,0,0,0,0,0,0,0
CORDOBA,General San Martín,La Playosa,650,0,0,0,0,1,0,69
CORDOBA,General San Martín,Pasco,0,0,0,1,0,0,0,0
CORDOBA,General San Martín,Silvio Pellico,0,0,0,175,0,0,0,72
CORDOBA,General San Martín,Ticino,0,778,0,7,0,2,0,0
CORDOBA,General San Martín,Tío Pujio,555,0,0,2,0,0,0,53
CORDOBA,General San Martín,Villa María,1866,16763,0,12653,0,1,0,1187
CORDOBA,General San Martín,Villa Nueva,488,2137,0,2679,1,1,0,414
CORDOBA,General San Martín,Arroyo Algodón,159,0,0,1,0,0,0,226
CORDOBA,General San Martín,La Palestina,0,0,0,0,0,0,0,1
CORDOBA,Ischilín,Chuña,0,0,0,0,0,2,0,102
CORDOBA,Ischilín,Copacabana,0,0,0,0,0,0,0,12
CORDOBA,Ischilín,Deán Funes,445,1253,0,1422,0,1,0,0
CORDOBA,Ischilín,Esquina del Alambre,0,0,0,0,0,0,0,1
CORDOBA,Ischilín,Olivares de San Nicolás,0,0,0,0,0,0,0,1
CORDOBA,Ischilín,Quilino,132,0,0,65,0,0,0,0
